,collection_date,country,db_xref,genotype,host,isolate,mol_type,note,organism,subtype,chromosome,clone,culture_collection,isolation_source,map,serotype,strain,PCR_primers,collected_by,lab_host,identified_by,lat_lon,pop_variant,cell_type,clone_lib,dev_stage,sex,tissue_type
4561,,Belgium,taxon:11250,NaN,,BE/12511/96,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4562,,Belgium,taxon:11250,NaN,,BE/11772/96,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4563,,Belgium,taxon:11250,NaN,,BE/2355/97,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4564,,Belgium,taxon:11250,NaN,,BE/65/97,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4565,,Belgium,taxon:11250,NaN,,BE/12752/02,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4566,,Belgium,taxon:11250,NaN,,BE/12306/96,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4567,,Belgium,taxon:11250,NaN,,BE/2363/98,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4568,,Belgium,taxon:11250,NaN,,BE/14254/98,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4569,,Belgium,taxon:11250,NaN,,BE/13949/98,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4570,,Belgium,taxon:11250,NaN,,BE/2648/99,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4571,,Belgium,taxon:11250,NaN,,BE/12518/98,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4572,,Belgium,taxon:11250,NaN,,BE/14807/98,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4573,,Belgium,taxon:11250,NaN,,BE/14162/98,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4574,,Belgium,taxon:11250,NaN,,BE/11886/02,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4575,,Belgium,taxon:11250,NaN,,BE/13145/04,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4576,,Belgium,taxon:11250,NaN,,BE/10365/05,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4577,,Belgium,taxon:11250,NaN,,BE/298/02,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4578,,Belgium,taxon:11250,NaN,,BE/9728/05,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4579,,Belgium,taxon:11250,NaN,,BE/9567/05,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4580,,Belgium,taxon:11250,NaN,,BE/9522/05,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4581,,Belgium,taxon:11250,NaN,,BE/9635/05,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4582,,Belgium,taxon:11250,NaN,,BE/9335/05,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4583,,Belgium,taxon:11250,NaN,,BE/03/03,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4584,,Belgium,taxon:11250,NaN,,BE/13024/02,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4585,,Belgium,taxon:11250,NaN,,BE/1937/04,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4586,,Belgium,taxon:11250,NaN,,BE/3125/03,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4587,,Belgium,taxon:11250,NaN,,BE/12225/02,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4588,,Belgium,taxon:11250,NaN,,BE/11884/02,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4589,,Belgium,taxon:11250,NaN,,BE/758/03,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4590,,Belgium,taxon:11250,NaN,,BE/9222/05,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4591,,Belgium,taxon:11250,NaN,,BE/14246/03,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4592,,Belgium,taxon:11250,NaN,,BE/14368/03,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4593,,Belgium,taxon:11250,NaN,,BE/14605/03,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4594,,Belgium,taxon:11250,NaN,,BE/570/04,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4595,,Belgium,taxon:11250,NaN,,BE/156/04,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4596,,Belgium,taxon:11250,NaN,,BE/14616/03,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4597,,Belgium,taxon:11250,NaN,,BE/13730/03,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4598,,Belgium,taxon:11250,NaN,,BE/57/04,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4599,,Belgium,taxon:11250,NaN,,BE/13843/03,viral cRNA,subgroup: A,Human orthopneumovirus,A,,,,"human respiratory specimens (nasopharyngeal samples, nasal swabs and bronchoalveolar lavage samples) from patients with severe respiratory illness",,,,,,,,,,,,,,
4600,,Turkey: Istanbul,taxon:208893,NaN,,,viral cRNA,subtype: A,Human respiratory syncytial virus A,A,,,,,,,IST-A-11/06,,,,,,,,,,,
4601,,Turkey: Istanbul,taxon:208893,NaN,,,viral cRNA,subtype: A,Human respiratory syncytial virus A,A,,,,,,,IST-A-10/06,,,,,,,,,,,
4602,,Turkey: Istanbul,taxon:208893,NaN,,,viral cRNA,subtype: A,Human respiratory syncytial virus A,A,,,,,,,IST-A-9/06,,,,,,,,,,,
4603,,Turkey: Istanbul,taxon:208893,NaN,,,viral cRNA,subtype: A,Human respiratory syncytial virus A,A,,,,,,,IST-A-6/06,,,,,,,,,,,
4604,,Turkey: Istanbul,taxon:208893,NaN,,,viral cRNA,subtype: A,Human respiratory syncytial virus A,A,,,,,,,IST-A-5/06,,,,,,,,,,,
4605,,Tunisia,taxon:12814,NaN,,Tu/Mo/29/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4606,,Tunisia,taxon:12814,NaN,,Tu/Mo/25/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4607,,Tunisia,taxon:12814,NaN,,Tu/Mo/23/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4608,,Tunisia,taxon:12814,NaN,,Tu/Mo/18/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4609,,Tunisia,taxon:12814,NaN,,Tu/Mo/17/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4610,,Tunisia,taxon:12814,NaN,,Tu/Mo/15/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4611,,Tunisia,taxon:12814,NaN,,Tu/Mo/11/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4612,,Tunisia,taxon:12814,NaN,,Tu/Mo/9/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4613,,Tunisia,taxon:12814,NaN,,Tu/Mo/8/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4614,,Tunisia,taxon:12814,NaN,,Tu/Mo/5/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4615,,Tunisia,taxon:12814,NaN,,Tu/Ma/61/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4616,,Tunisia,taxon:12814,NaN,,Tu/Ma/51/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4617,,Tunisia,taxon:12814,NaN,,Tu/Mo/172/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4618,,Tunisia,taxon:12814,NaN,,Tu/So/137/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4619,,Tunisia,taxon:12814,NaN,,Tu/So/124/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4620,,Tunisia,taxon:12814,NaN,,Tu/So/74/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4621,,Tunisia,taxon:12814,NaN,,Tu/Mo/88/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4622,,Tunisia,taxon:12814,NaN,,Tu/Mo/36/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4623,,Tunisia,taxon:12814,NaN,,Tu/Mo/31/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4624,,Tunisia,taxon:12814,NaN,,Tu/Mo/21/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4625,,Tunisia,taxon:12814,NaN,,Tu/Ma/45/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4626,,Tunisia,taxon:12814,NaN,,Tu/Mo/173/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4627,,Tunisia,taxon:12814,NaN,,Tu/So/73/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4628,,Tunisia,taxon:12814,NaN,,Tu/So/52/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4629,,Tunisia,taxon:12814,NaN,,Tu/Ma/10/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4630,,Tunisia,taxon:12814,NaN,,Tu/So/112/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4631,,Tunisia,taxon:12814,NaN,,Tu/So/40/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4632,,Tunisia,taxon:12814,NaN,,Tu/Mo/39/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4633,,Tunisia,taxon:12814,NaN,,Tu/Mo/27/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4634,,Tunisia,taxon:12814,NaN,,Tu/Ma/1/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4635,,Tunisia,taxon:12814,NaN,,Tu/So/227/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4636,,Tunisia,taxon:12814,NaN,,Tu/So/190/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4637,,Tunisia,taxon:12814,NaN,,Tu/So/189/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4638,,Tunisia,taxon:12814,NaN,,Tu/So/182/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4639,,Tunisia,taxon:12814,NaN,,Tu/So/175/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4640,,Tunisia,taxon:12814,NaN,,Tu/So/174/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4641,,Tunisia,taxon:12814,NaN,,Tu/So/163/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4642,,Tunisia,taxon:12814,NaN,,Tu/So/150/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4643,,Tunisia,taxon:12814,NaN,,Tu/So/135/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4644,,Tunisia,taxon:12814,NaN,,Tu/So/132/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4645,,Tunisia,taxon:12814,NaN,,Tu/So/125/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4646,,Tunisia,taxon:12814,NaN,,Tu/So/123/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4647,,Tunisia,taxon:12814,NaN,,Tu/So/93/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4648,,Tunisia,taxon:12814,NaN,,Tu/So/91/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4649,,Tunisia,taxon:12814,NaN,,Tu/So/82/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4650,,Tunisia,taxon:12814,NaN,,Tu/So/69/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4651,,Tunisia,taxon:12814,NaN,,Tu/So/67/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4652,,Tunisia,taxon:12814,NaN,,Tu/So/65/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4653,,Tunisia,taxon:12814,NaN,,Tu/So/51/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4654,,Tunisia,taxon:12814,NaN,,Tu/So/46/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4655,,Tunisia,taxon:12814,NaN,,Tu/So/39/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4656,,Tunisia,taxon:12814,NaN,,Tu/So/36/05,genomic RNA,,Respiratory syncytial virus,NaN,,,,,,,,,,,,,,,,,,
4657,,,taxon:11250,NaN,,,genomic RNA,subgroup: B,Human orthopneumovirus,B,,,,,,,35017,,,,,,,,,,,
4658,,,taxon:11250,NaN,,,mRNA,subgroup: B,Human orthopneumovirus,B,,,,,,,34895,,,,,,,,,,,
4659,,,taxon:11250,NaN,,Moz/204/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4660,,,taxon:11250,NaN,,Moz/267/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4661,,,taxon:11250,NaN,,Moz/46/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4662,,,taxon:11250,NaN,,Moz/26/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4663,,,taxon:11250,NaN,,Moz/197/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4664,,,taxon:11250,NaN,,Moz/211/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4665,,,taxon:11250,NaN,,Moz/205/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4666,,,taxon:11250,NaN,,Moz/202/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4667,,,taxon:11250,NaN,,Moz/198/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4668,,,taxon:11250,NaN,,Moz/41/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4669,,,taxon:11250,NaN,,Moz/28/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4670,,,taxon:11250,NaN,,Moz/43/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4671,,,taxon:11250,NaN,,Moz/29/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4672,,,taxon:11250,NaN,,Moz/25/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4673,,,taxon:11250,NaN,,Moz/50/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4674,,,taxon:11250,NaN,,Moz/44/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4675,,,taxon:11250,NaN,,Moz/47/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4676,,,taxon:11250,NaN,,Moz/48/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4677,,,taxon:11250,NaN,,Moz/14/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4678,,,taxon:11250,NaN,,Moz/11/99,genomic DNA,group: B,Human orthopneumovirus,B,,,,,,,,,,,,,,,,,,
4679,,,taxon:11250,NaN,,Moz/201/99,genomic DNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
4680,,,taxon:11250,NaN,,Moz/170/99,genomic DNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
4681,,,taxon:11250,NaN,,Moz/169/99,genomic DNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
4682,,,taxon:11250,NaN,,Moz/27/99,genomic DNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
4683,,,taxon:11250,NaN,,Moz/167/99,genomic DNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
4684,,,taxon:11250,NaN,,Moz/40/99,genomic DNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
4685,,,taxon:11250,NaN,,Moz/33/99,genomic DNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
4686,,,taxon:11250,NaN,,Moz/24/99,genomic DNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
4687,,,taxon:11250,NaN,,Moz/12/99,genomic DNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
4688,,,taxon:11250,NaN,,Moz/9/99,genomic DNA,group: A,Human orthopneumovirus,A,,,,,,,,,,,,,,,,,,
4689,2015,China: Jilin,taxon:208895,NaN,Homo sapiens,,viral cRNA,genotype: BA,Human respiratory syncytial virus B,B,,,,nasopharyngeal swabs,,,CC-08B-56,,,,,,,,,,,
4690,2015,China: Jilin,taxon:208895,NaN,Homo sapiens,,viral cRNA,genotype: BA,Human respiratory syncytial virus B,B,,,,nasopharyngeal swabs,,,CC-07B-54,,,,,,,,,,,
4691,2015,China: Jilin,taxon:208895,NaN,Homo sapiens,,viral cRNA,genotype: BA,Human respiratory syncytial virus B,B,,,,nasopharyngeal swabs,,,CC-06B-48,,,,,,,,,,,
4692,2015,China: Jilin,taxon:208895,NaN,Homo sapiens,,viral cRNA,genotype: BA,Human respiratory syncytial virus B,B,,,,nasopharyngeal swabs,,,CC-05B-41,,,,,,,,,,,
4693,2015,China: Jilin,taxon:208895,NaN,Homo sapiens,,viral cRNA,genotype: BA,Human respiratory syncytial virus B,B,,,,nasopharyngeal swabs,,,CC-04B-35,,,,,,,,,,,
4694,2015,China: Jilin,taxon:208895,NaN,Homo sapiens,,viral cRNA,genotype: BA,Human respiratory syncytial virus B,B,,,,nasopharyngeal swabs,,,CC-03B-28,,,,,,,,,,,
4695,2015,China: Jilin,taxon:208895,NaN,Homo sapiens,,viral cRNA,genotype: BA,Human respiratory syncytial virus B,B,,,,nasopharyngeal swabs,,,CC-02B-16,,,,,,,,,,,
4696,2015,China: Jilin,taxon:208895,NaN,Homo sapiens,,viral cRNA,genotype: BA,Human respiratory syncytial virus B,B,,,,nasopharyngeal swabs,,,CC-01B-12,,,,,,,,,,,
4697,May-2015,China: Jilin,taxon:208893,ON1,Homo sapiens,,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,nasopharyngeal swabs,,,CC-25-70-May-2015,,,,,,,,,,,
4698,May-2015,China: Jilin,taxon:208893,ON1,Homo sapiens,,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,nasopharyngeal swabs,,,CC-24-68-May-2015,,,,,,,,,,,
4699,Apr-2015,China: Jilin,taxon:208893,ON1,Homo sapiens,,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,nasopharyngeal swabs,,,CC-23-66-Apr-2015,,,,,,,,,,,
4700,Apr-2015,China: Jilin,taxon:208893,ON1,Homo sapiens,,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,nasopharyngeal swabs,,,CC-22-65-Apr-2015,,,,,,,,,,,
4701,Apr-2015,China: Jilin,taxon:208893,ON1,Homo sapiens,,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,nasopharyngeal swabs,,,CC-21-61-Apr-2015,,,,,,,,,,,
4702,Apr-2015,China: Jilin,taxon:208893,ON1,Homo sapiens,,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,nasopharyngeal swabs,,,CC-20-58-Apr-2015,,,,,,,,,,,
4703,Apr-2015,China: Jilin,taxon:208893,ON1,Homo sapiens,,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,nasopharyngeal swabs,,,CC-19-57-Apr-2015,,,,,,,,,,,
4704,Apr-2015,China: Jilin,taxon:208893,ON1,Homo sapiens,,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,nasopharyngeal swabs,,,CC-18-45-Apr-2015,,,,,,,,,,,
4705,Apr-2015,China: Jilin,taxon:208893,ON1,Homo sapiens,,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,nasopharyngeal swabs,,,CC-17-44-Apr-2015,,,,,,,,,,,
4706,Mar-2015,China: Jilin,taxon:208893,ON1,Homo sapiens,,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,nasopharyngeal swabs,,,CC-16-43-Mar-2015,,,,,,,,,,,
4707,Mar-2015,China: Jilin,taxon:208893,ON1,Homo sapiens,,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,nasopharyngeal swabs,,,CC-15-42-Mar-2015,,,,,,,,,,,
4708,Mar-2015,China: Jilin,taxon:208893,ON1,Homo sapiens,,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,nasopharyngeal swabs,,,CC-14-40-Mar-2015,,,,,,,,,,,
4709,Mar-2015,China: Jilin,taxon:208893,ON1,Homo sapiens,,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,nasopharyngeal swabs,,,CC-13-39-Mar-2015,,,,,,,,,,,
4710,Mar-2015,China: Jilin,taxon:208893,ON1,Homo sapiens,,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,nasopharyngeal swabs,,,CC-12-36-Mar-2015,,,,,,,,,,,
4711,Mar-2015,China: Jilin,taxon:208893,ON1,Homo sapiens,,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,nasopharyngeal swabs,,,CC-11-33-Mar-2015,,,,,,,,,,,
